2025-12-12 00:00:01 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:34:52 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:36:22 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:37:52 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:39:22 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:40:52 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:42:23 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:43:53 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:45:23 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:46:53 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:48:23 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:49:53 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:51:23 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:52:53 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:54:23 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:55:53 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:57:24 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 02:58:54 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:00:24 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:01:54 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:03:24 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:04:54 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:06:24 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:07:54 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:09:24 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:10:55 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:12:25 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:13:55 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:15:25 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:16:55 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:18:25 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:19:55 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:21:26 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:22:56 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:24:26 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:25:56 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:27:26 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:28:56 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:30:26 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:31:56 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:33:26 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:34:56 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:36:26 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:37:56 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:39:26 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:40:57 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:42:27 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:43:57 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:45:27 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:46:57 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:48:27 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:49:57 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
2025-12-12 03:51:28 | ERROR | semantic.pipeline | Loop Error: 39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms), Timeout: 30s, Topology Description: <TopologyDescription id: 693acc50d33c101f2bea9c5f, topology_type: Unknown, servers: [<ServerDescription ('39.104.200.88', 41004) server_type: Unknown, rtt: None, error=AutoReconnect('39.104.200.88:41004: connection closed (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>]>
